shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
36,10.5194/acp-18-15403-2018,https://doi.org/10.5194/acp-18-15403-2018,Airborne particulate matter monitoring in Kenya using calibrated low-cost sensors,Francis D. Pope; Michael Gatari; David Ng'ang'a; Alexander Poynter; Rhiannon Blake,2018,Atmospheric Chemistry and Physics,journal-article,Copernicus GmbH,18,20,15403-15418,,82,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 313, ""api_score"": 22.934568, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 312}]"
37,10.1007/978-3-642-28169-3_15,https://doi.org/10.1007/978-3-642-28169-3_15,On-the-Fly Calibration of Low-Cost Gas Sensors,David Hasenfratz; Olga Saukh; Lothar Thiele,2012,Lecture Notes in Computer Science Wireless Sensor Networks,book-chapter,Springer Berlin Heidelberg,,,228-244,,78,21,gas_sensor_calibration,"[""gas_sensor_calibration"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,gas_sensor_calibration;embedded_environmental_sensing,"[""env"", ""gas"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 237, ""api_score"": 23.96798, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 236}]"
38,10.1016/j.scitotenv.2020.141396,https://doi.org/10.1016/j.scitotenv.2020.141396,Low-cost sensors for measuring airborne particulate matter: Field evaluation and calibration at a South-Eastern European site,G. Kosmopoulos; V. Salamalikis; S.N. Pandis; P. Yannopoulos; A.A. Bloutsos; A. Kazantzidis,2020,Science of The Total Environment,journal-article,Elsevier BV,748,,141396,141396,76,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 130, ""api_score"": 26.787792, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 129}]"
39,10.3390/s20133617,https://doi.org/10.3390/s20133617,Long-Term Evaluation and Calibration of Low-Cost Particulate Matter (PM) Sensor,Hoochang Lee; Jiseock Kang; Sungjung Kim; Yunseok Im; Seungsung Yoo; Dongjun Lee,2020,Sensors,journal-article,MDPI AG,20,13,3617,,51,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 7, ""api_score"": 37.44986, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 6}]"
40,10.1016/j.measurement.2021.109725,https://doi.org/10.1016/j.measurement.2021.109725,"A Deep Q-Network for robotic odor/gas source localization: Modeling, measurement and comparative study",Xinxing Chen; Chenglong Fu; Jian Huang,2021,Measurement,journal-article,Elsevier BV,183,,109725,109725,46,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 12, ""api_score"": 32.175148, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 11}]"
41,10.1109/lra.2021.3057290,https://doi.org/10.1109/lra.2021.3057290,Information-Driven Gas Source Localization Exploiting Gas and Wind Local Measurements for Autonomous Mobile Robots,Pepe Ojeda; Javier Monroy; Javier Gonzalez-Jimenez,2021,IEEE Robotics and Automation Letters,journal-article,Institute of Electrical and Electronics Engineers (IEEE),6,2,1320-1326,,45,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 61, ""api_score"": 25.624329, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 60}]"
42,10.1016/j.scitotenv.2023.164063,https://doi.org/10.1016/j.scitotenv.2023.164063,Calibration methodology of low-cost sensors for high-quality monitoring of fine particulate matter,Marie-Laure Aix; Seán Schmitz; Dominique J. Bicout,2023,Science of The Total Environment,journal-article,Elsevier BV,889,,164063,164063,44,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 62, ""api_score"": 29.367456, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 61}]"
43,10.1016/j.scitotenv.2020.136791,https://doi.org/10.1016/j.scitotenv.2020.136791,The evaluation and optimization of calibration methods for low-cost particulate matter sensors: Inter-comparison between fixed and mobile methods,Xiaoliang Qin; Lujian Hou; Jian Gao; Shuchun Si,2020,Science of The Total Environment,journal-article,Elsevier BV,715,,136791,136791,44,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 106, ""api_score"": 27.42887, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 105}]"
44,10.3390/s20164381,https://doi.org/10.3390/s20164381,Field Evaluation of Low-Cost Particulate Matter Sensors in Beijing,Han Mei; Pengfei Han; Yinan Wang; Ning Zeng; Di Liu; Qixiang Cai; Zhaoze Deng; Yinghong Wang; Yuepeng Pan; Xiao Tang,2020,Sensors,journal-article,MDPI AG,20,16,4381,,44,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 355, ""api_score"": 22.495459, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 354}]"
45,10.3390/s18124174,https://doi.org/10.3390/s18124174,A Semantic-Based Gas Source Localization with a Mobile Robot Combining Vision and Chemical Sensing,Javier Monroy; Jose-Raul Ruiz-Sarmiento; Francisco-Angel Moreno; Francisco Melendez-Fernandez; Cipriano Galindo; Javier Gonzalez-Jimenez,2018,Sensors,journal-article,MDPI AG,18,12,4174,,44,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 373, ""api_score"": 21.60978, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 372}]"
46,10.1016/j.apr.2021.03.012,https://doi.org/10.1016/j.apr.2021.03.012,A new calibration system for low-cost Sensor Network in air pollution monitoring,Houxin Cui; Ling Zhang; Wanxin Li; Ziyang Yuan; Mengxian Wu; Chunying Wang; Jingjin Ma; Yi Li,2021,Atmospheric Pollution Research,journal-article,Elsevier BV,12,5,101049,101049,40,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 462, ""api_score"": 21.521465, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 461}]"
47,10.1109/icra.2017.7989450,https://doi.org/10.1109/icra.2017.7989450,Bringing Mobile Robot Olfaction to the next dimension — UAV-based remote sensing of gas clouds and source localization,Patrick P. Neumann; Harald Kohlhoff; Dino Hullmann; Achim J. Lilienthal; Martin Kluge,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),proceedings-article,IEEE,,,3910-3916,,37,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 480, ""api_score"": 21.091991, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 479}]"
48,10.3390/atmos13030416,https://doi.org/10.3390/atmos13030416,Learning Calibration Functions on the Fly: Hybrid Batch Online Stacking Ensembles for the Calibration of Low-Cost Air Quality Sensor Networks in the Presence of Concept Drift,Evangelos Bagkis; Theodosios Kassandros; Kostas Karatzas,2022,Atmosphere,journal-article,MDPI AG,13,3,416,,36,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 197, ""api_score"": 24.787167, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 196}]"
49,10.5194/amt-12-5161-2019,https://doi.org/10.5194/amt-12-5161-2019,Gaussian process regression model for dynamically calibrating and surveilling a wireless low-cost particulate matter sensor network in Delhi,Tongshu Zheng; Michael H. Bergin; Ronak Sutaria; Sachchida N. Tripathi; Robert Caldow; David E. Carlson,2019,Atmospheric Measurement Techniques,journal-article,Copernicus GmbH,12,9,5161-5181,,36,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 155, ""api_score"": 25.576664, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 154}]"
50,10.1016/j.scitotenv.2022.160336,https://doi.org/10.1016/j.scitotenv.2022.160336,Calibration of low-cost particulate matter sensors for coal dust monitoring,Nana A. Amoah; Guang Xu; Ashish Ranjan Kumar; Yang Wang,2023,Science of The Total Environment,journal-article,Elsevier BV,859,,160336,160336,32,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 58, ""api_score"": 29.662783, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 57}]"
51,10.1109/icra.2013.6630893,https://doi.org/10.1109/icra.2013.6630893,Towards real-world gas distribution mapping and leak localization using a mobile robot with 3d and remote gas sensing capabilities,Victor Manuel Hernandez Bennetts; Achim J. Lilienthal; Ali Abdul Khaliq; Victor Pomareda Sese; Marco Trincavelli,2013,2013 IEEE International Conference on Robotics and Automation,proceedings-article,IEEE,,,2335-2340,,32,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 31, ""api_score"": 29.121449, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 30}]"
52,10.3390/s21237977,https://doi.org/10.3390/s21237977,"Calibration of CO, NO2, and O3 Using Airify: A Low-Cost Sensor Cluster for Air Quality Monitoring",Marian-Emanuel Ionascu; Nuria Castell; Oana Boncalo; Philipp Schneider; Marius Darie; Marius Marcu,2021,Sensors,journal-article,MDPI AG,21,23,7977,,30,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 346, ""api_score"": 22.55555, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 345}]"
53,10.1016/j.apr.2024.102208,https://doi.org/10.1016/j.apr.2024.102208,"Designing a low-cost wireless sensor network for particulate matter monitoring: Implementation, calibration, and field-test",A. Zafra-Pérez; J. Medina-García; C. Boente; J.A. Gómez-Galán; A. Sánchez de la Campa; J.D. de la Rosa,2024,Atmospheric Pollution Research,journal-article,Elsevier BV,15,9,102208,102208,28,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 40, ""api_score"": 31.216824, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 39}]"
54,10.1016/j.scitotenv.2024.174089,https://doi.org/10.1016/j.scitotenv.2024.174089,Feasibility of low-cost particulate matter sensors for long-term environmental monitoring: Field evaluation and calibration,Zikang Feng; Lina Zheng; Bilin Ren; Dou Liu; Jing Huang; Ning Xue,2024,Science of The Total Environment,journal-article,Elsevier BV,945,,174089,174089,27,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 108, ""api_score"": 27.41501, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 107}]"
55,10.1145/3512889,https://doi.org/10.1145/3512889,Evaluation of Low-cost Air Quality Sensor Calibration Models,Kasimir Aula; Eemil Lagerspetz; Petteri Nurmi; Sasu Tarkoma,2022,ACM Transactions on Sensor Networks,journal-article,Association for Computing Machinery (ACM),18,4,1-32,,26,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 174, ""api_score"": 25.241093, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 173}]"
56,10.3390/s24103023,https://doi.org/10.3390/s24103023,Calibration Methods for Low-Cost Particulate Matter Sensors Considering Seasonal Variability,Jiwoo Kang; Kanghyeok Choi,2024,Sensors,journal-article,MDPI AG,24,10,3023,,24,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 13, ""api_score"": 35.589825, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 12}]"
57,10.5194/amt-17-6735-2024,https://doi.org/10.5194/amt-17-6735-2024,Calibration of PurpleAir low-cost particulate matter sensors: model development for air quality under high relative humidity conditions,Martine E. Mathieu-Campbell; Chuqi Guo; Andrew P. Grieshop; Jennifer Richmond-Bryant,2024,Atmospheric Measurement Techniques,journal-article,Copernicus GmbH,17,22,6735-6749,,23,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 90, ""api_score"": 28.052813, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 89}]"
58,10.33050/atm.v7i3.2062,https://doi.org/10.33050/atm.v7i3.2062,Enhancing Machine Learning with Low-Cost P M2.5 Air Quality Sensor Calibration using Image Processing,Untung Rahardja; Qurotul Aini; Danny Manongga; Irwan Sembiring; Yulia Putri Ayu Sanjaya,2023,APTISI Transactions on Management (ATM),journal-article,iLearning Journal Center,7,3,11-19,,23,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 455, ""api_score"": 21.567432, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 454}]"
59,10.3390/s23073776,https://doi.org/10.3390/s23073776,Smart Multi-Sensor Calibration of Low-Cost Particulate Matter Monitors,Edwin Villanueva; Soledad Espezua; George Castelar; Kyara Diaz; Erick Ingaroca,2023,Sensors,journal-article,MDPI AG,23,7,3776,,23,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 3, ""api_score"": 39.454838, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 2}]"
60,10.3390/robotics8010019,https://doi.org/10.3390/robotics8010019,Development of a Robotic Airboat for Online Water Quality Monitoring in Lakes,Marcelo Melo; Francisco Mota; Victor Albuquerque; Auzuir Alexandria,2019,Robotics,journal-article,MDPI AG,8,1,19,,22,21,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring;embedded_environmental_sensing,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 51, ""api_score"": 23.277214, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 50}]"
61,10.3390/atmos12101306,https://doi.org/10.3390/atmos12101306,Assessment and Calibration of a Low-Cost PM2.5 Sensor Using Machine Learning (HybridLSTM Neural Network): Feasibility Study to Build an Air Quality Monitoring System,Donggeun Park; Geon-Woo Yoo; Seong-Ho Park; Jong-Hyeon Lee,2021,Atmosphere,journal-article,MDPI AG,12,10,1306,,21,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 463, ""api_score"": 21.51905, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 462}]"
62,10.1016/j.ecoinf.2024.102568,https://doi.org/10.1016/j.ecoinf.2024.102568,HypeAIR: A novel framework for real-time low-cost sensor calibration for air quality monitoring in smart cities,Chiara Bachechi; Federica Rollo; Laura Po,2024,Ecological Informatics,journal-article,Elsevier BV,81,,102568,102568,20,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 257, ""api_score"": 23.625477, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 256}]"
63,10.1109/jsen.2023.3233982,https://doi.org/10.1109/jsen.2023.3233982,Modular Air Quality Calibration and Forecasting Method for Low-Cost Sensor Nodes,Yousuf Hashmy; Zill Ullah Khan; Fahad Ilyas; Rehan Hafiz; Usman Younis; Tauseef Tauqeer,2023,IEEE Sensors Journal,journal-article,Institute of Electrical and Electronics Engineers (IEEE),23,4,4193-4203,,20,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 464, ""api_score"": 21.51905, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 463}]"
64,10.4209/aaqr.230097,https://doi.org/10.4209/aaqr.230097,Calibration of Low-cost Sensors for Measurement of Indoor Particulate Matter Concentrations via Laboratory/Field Evaluation,Doheon Kim; Dongmin Shin; Jungho Hwang,2023,Aerosol and Air Quality Research,journal-article,Springer Science and Business Media LLC,23,8,230097,,17,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 74, ""api_score"": 28.726458, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 73}]"
65,10.1109/icsens.2009.5398495,https://doi.org/10.1109/icsens.2009.5398495,Estimating gas-source location in outdoor environment using mobile robot equipped with gas sensors and anemometer,Yuichiro Fukazawa; Hiroshi Ishida,2009,2009 IEEE Sensors,proceedings-article,IEEE,,,1721-1724,,17,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""outdoor""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 287, ""api_score"": 22.258657, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 286}, {""query_id"": ""Q08"", ""query_rank"": 318, ""api_score"": 22.636158, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 317}]"
66,10.1016/j.measurement.2024.114529,https://doi.org/10.1016/j.measurement.2024.114529,Field calibration of low-cost particulate matter sensors using artificial neural networks and affine response correction,Slawomir Koziel; Anna Pietrenko-Dabrowska; Marek Wojcikowski; Bogdan Pankiewicz,2024,Measurement,journal-article,Elsevier BV,230,,114529,114529,16,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 42, ""api_score"": 31.145908, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 41}]"
67,10.20944/preprints202109.0130.v1,https://doi.org/10.20944/preprints202109.0130.v1,Assessment and Calibration on Low-cost PM2.5 Sensor using Machin Learning (Hybrid-LSTM Neural Network): Feasibility Study to Build Air Quality Monitoring System,Donggeun Park; Geon-Woo Yoo; Seong-Ho Park; Jong-Hyeon Lee,2021,,posted-content,MDPI AG,,,,,16,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 329, ""api_score"": 22.78641, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 328}]"
68,10.1109/access.2022.3145945,https://doi.org/10.1109/access.2022.3145945,Stochastic Online Calibration of Low-Cost Gas Sensor Networks With Mobile References,Georgi Tancev; Federico Grasso Toro,2022,IEEE Access,journal-article,Institute of Electrical and Electronics Engineers (IEEE),10,,13901-13910,,14,21,gas_sensor_calibration,"[""gas_sensor_calibration"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,gas_sensor_calibration;embedded_environmental_sensing,"[""env"", ""gas"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 148, ""api_score"": 25.848442, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 147}]"
69,10.1063/1.4975258,https://doi.org/10.1063/1.4975258,Cross-sensitivity of metal oxide gas sensor to ambient temperature and humidity: Effects on gas distribution mapping,K. Kamarudin; V. H. Bennetts; S. M. Mamduh; R. Visvanathan; A. S. A. Yeon; A. Y. M. Shakaff; A. Zakaria; A. H. Abdullah; L. M. Kamarudin,2017,AIP Conference Proceedings,proceedings-article,Author(s),1808,,020025,,14,21,gas_olfaction_mapping,"[""gas_olfaction_mapping"", ""gas_sensor_calibration""]",False,False,False,metadata_candidate,gas_olfaction_mapping;gas_sensor_calibration,"[""env"", ""gas"", ""calib"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 271, ""api_score"": 22.426353, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 270}]"
70,10.5194/amt-17-3303-2024,https://doi.org/10.5194/amt-17-3303-2024,Evaluation of calibration performance of a low-cost particulate matter sensor using collocated and distant NO 2,Kabseok Ko; Seokheon Cho; Ramesh R. Rao,2024,Atmospheric Measurement Techniques,journal-article,Copernicus GmbH,17,10,3303-3322,,13,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 8, ""api_score"": 34.56468, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 7}]"
71,10.4209/aaqr.230010,https://doi.org/10.4209/aaqr.230010,"Validation of In-field Calibration for Low-Cost Sensors Measuring Ambient Particulate Matter in Kolkata, India",Siddharth Nobell; Arnab Majumdar; Shovon Mukherjee; Sukumar Chakraborty; Sanjoy Chatterjee; Soumitra Bose; Anindita Dutta; Sandhya Sethuraman; Daniel M. Westervelt; Shairik Sengupta; Rakhi Basu; V. Faye McNeill,2023,Aerosol and Air Quality Research,journal-article,Springer Science and Business Media LLC,23,11,230010,,13,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",3,"[{""query_id"": ""Q04"", ""query_rank"": 275, ""api_score"": 23.35263, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 274}]"
